,Emergence,SIA,summed_probabilities,numSIA
1101,ETH-ORO-4,NGA-2017-021,0.00015,45
1102,ETH-ORO-4,NGA-2017-024,1.00E-04,46
1103,ETH-ORO-4,NGA-2018-012,2.50E-05,47
1104,ETH-ORO-4,NGA-2018-014,0,48
1105,ETH-ORO-4,NGA-2018-017,0,49
1106,ETH-ORO-4,NGA-2018-018,0,50
1107,ETH-ORO-4,NGA-2018-019,0,51
1108,ETH-ORO-4,NGA-2018-020,0,52
1109,ETH-ORO-4,NGA-2018-022,0,53
1110,ETH-ORO-4,NGA-2018-023,0,54
1111,ETH-ORO-4,NGA-2018-025,0,55
1112,ETH-ORO-4,NGA-2019-004,0,56
1113,ETH-ORO-4,NGA-2019-007,0,57
1114,ETH-ORO-4,NGA-2019-019,0,58
1115,ETH-ORO-4,NGA-2019-024,0,59
1116,ETH-ORO-4,SDN-2016-001,0.011075,60
1117,ETH-ORO-4,SOM-2017-011,0.37955,61
1118,ETH-ORO-4,SOM-2018-004,0.17285,62
1119,ETH-ORO-4,SOM-2018-007,0.0041,63
1120,ETH-ORO-4,SOM-2018-008,0.00155,64
1121,ETH-ORO-4,SOM-2018-009,0.02325,65
1122,ETH-ORO-4,SOM-2018-011,5.00E-05,66
1123,ETH-SOM-1,CAF-2019-005,0,1
1124,ETH-SOM-1,COD-2016-001,0,2
1125,ETH-SOM-1,COD-2017-006,0,3
1126,ETH-SOM-1,COD-2017-007,0,4
1127,ETH-SOM-1,COD-2017-009,0,5
1128,ETH-SOM-1,COD-2017-011,0,6
1129,ETH-SOM-1,COD-2017-014,0,7
1130,ETH-SOM-1,COD-2018-005,0,8
1131,ETH-SOM-1,COD-2018-009,0,9
1132,ETH-SOM-1,COD-2018-010,0,10
1133,ETH-SOM-1,COD-2018-011,0,11
1134,ETH-SOM-1,COD-2018-013,0,12
1135,ETH-SOM-1,COD-2018-014,0,13
1136,ETH-SOM-1,COD-2018-015,0,14
1137,ETH-SOM-1,COD-2018-016,0,15
1138,ETH-SOM-1,COD-2018-017,0,16
1139,ETH-SOM-1,COD-2019-003,0,17
1140,ETH-SOM-1,COD-2019-012,0,18
1141,ETH-SOM-1,COD-2019-013,0,19
1142,ETH-SOM-1,COD-2019-015,0,20
1143,ETH-SOM-1,COD-2019-016,0,21
1144,ETH-SOM-1,COG-2016-005,0,22
1145,ETH-SOM-1,ETH-2016-002,0,23
1146,ETH-SOM-1,ETH-2018-003,0.579775,24
1147,ETH-SOM-1,ETH-2018-004,0.414675,25
1148,ETH-SOM-1,KEN-2018-003,0.001375,26
1149,ETH-SOM-1,KEN-2018-004,0.00185,27
1150,ETH-SOM-1,MOZ-2017-002,0,28
1151,ETH-SOM-1,MOZ-2019-001,0,29
1152,ETH-SOM-1,MOZ-2019-002,0,30
1153,ETH-SOM-1,MOZ-2019-003,0,31
1154,ETH-SOM-1,MOZ-2019-004,0,32
1155,ETH-SOM-1,NER-2016-001,0,33
1156,ETH-SOM-1,NER-2017-012,0,34
1157,ETH-SOM-1,NER-2018-005,0,35
1158,ETH-SOM-1,NER-2018-006,0,36
1159,ETH-SOM-1,NER-2018-008,0,37
1160,ETH-SOM-1,NGA-2016-018,0,38
1161,ETH-SOM-1,NGA-2016-019,0,39
1162,ETH-SOM-1,NGA-2016-021,0,40
1163,ETH-SOM-1,NGA-2016-024,0,41
1164,ETH-SOM-1,NGA-2016-025,0,42
1165,ETH-SOM-1,NGA-2016-034,0,43
1166,ETH-SOM-1,NGA-2017-020,0,44
1167,ETH-SOM-1,NGA-2017-021,0,45
1168,ETH-SOM-1,NGA-2017-024,0,46
1169,ETH-SOM-1,NGA-2018-012,0,47
1170,ETH-SOM-1,NGA-2018-014,0,48
1171,ETH-SOM-1,NGA-2018-017,0,49
1172,ETH-SOM-1,NGA-2018-018,0,50
1173,ETH-SOM-1,NGA-2018-019,0,51
1174,ETH-SOM-1,NGA-2018-020,0,52
1175,ETH-SOM-1,NGA-2018-022,0,53
1176,ETH-SOM-1,NGA-2018-023,0,54
1177,ETH-SOM-1,NGA-2018-025,0,55
1178,ETH-SOM-1,NGA-2019-004,0,56
1179,ETH-SOM-1,NGA-2019-007,0,57
1180,ETH-SOM-1,NGA-2019-019,0,58
1181,ETH-SOM-1,NGA-2019-024,0,59
1182,ETH-SOM-1,SDN-2016-001,0,60
1183,ETH-SOM-1,SOM-2017-011,5.00E-05,61
1184,ETH-SOM-1,SOM-2018-004,0.00015,62
1185,ETH-SOM-1,SOM-2018-007,0.00075,63
1186,ETH-SOM-1,SOM-2018-008,0.00055,64
1187,ETH-SOM-1,SOM-2018-009,0.000725,65
1188,ETH-SOM-1,SOM-2018-011,7.50E-05,66
1189,ETH-SOU-1,CAF-2019-005,0,1
1190,ETH-SOU-1,COD-2016-001,0,2
1191,ETH-SOU-1,COD-2017-006,0,3
1192,ETH-SOU-1,COD-2017-007,0,4
1193,ETH-SOU-1,COD-2017-009,0,5
1194,ETH-SOU-1,COD-2017-011,0,6
1195,ETH-SOU-1,COD-2017-014,0,7
1196,ETH-SOU-1,COD-2018-005,0,8
1197,ETH-SOU-1,COD-2018-009,0,9
1198,ETH-SOU-1,COD-2018-010,0,10
1199,ETH-SOU-1,COD-2018-011,0,11
1200,ETH-SOU-1,COD-2018-013,0,12
1201,ETH-SOU-1,COD-2018-014,0.00025,13
1202,ETH-SOU-1,COD-2018-015,0.00015,14
1203,ETH-SOU-1,COD-2018-016,0,15
1204,ETH-SOU-1,COD-2018-017,0,16
1205,ETH-SOU-1,COD-2019-003,0,17
1206,ETH-SOU-1,COD-2019-012,0,18
1207,ETH-SOU-1,COD-2019-013,0,19
1208,ETH-SOU-1,COD-2019-015,0,20
1209,ETH-SOU-1,COD-2019-016,0,21
1210,ETH-SOU-1,COG-2016-005,0,22
1211,ETH-SOU-1,ETH-2016-002,0,23
1212,ETH-SOU-1,ETH-2018-003,0.372375,24
1213,ETH-SOU-1,ETH-2018-004,0.427725,25
1214,ETH-SOU-1,KEN-2018-003,0.07325,26
1215,ETH-SOU-1,KEN-2018-004,0.064275,27
1216,ETH-SOU-1,MOZ-2017-002,0,28
1217,ETH-SOU-1,MOZ-2019-001,0,29
1218,ETH-SOU-1,MOZ-2019-002,0,30
1219,ETH-SOU-1,MOZ-2019-003,0,31
1220,ETH-SOU-1,MOZ-2019-004,0,32
1221,ETH-SOU-1,NER-2016-001,0,33
1222,ETH-SOU-1,NER-2017-012,0,34
1223,ETH-SOU-1,NER-2018-005,0,35
1224,ETH-SOU-1,NER-2018-006,0,36
1225,ETH-SOU-1,NER-2018-008,0,37
1226,ETH-SOU-1,NGA-2016-018,0,38
1227,ETH-SOU-1,NGA-2016-019,0,39
1228,ETH-SOU-1,NGA-2016-021,0,40
1229,ETH-SOU-1,NGA-2016-024,0,41
1230,ETH-SOU-1,NGA-2016-025,0,42
1231,ETH-SOU-1,NGA-2016-034,0,43
1232,ETH-SOU-1,NGA-2017-020,0,44
1233,ETH-SOU-1,NGA-2017-021,0,45
1234,ETH-SOU-1,NGA-2017-024,0,46
1235,ETH-SOU-1,NGA-2018-012,0,47
1236,ETH-SOU-1,NGA-2018-014,0,48
1237,ETH-SOU-1,NGA-2018-017,0,49
1238,ETH-SOU-1,NGA-2018-018,0,50
1239,ETH-SOU-1,NGA-2018-019,0,51
1240,ETH-SOU-1,NGA-2018-020,0,52
1241,ETH-SOU-1,NGA-2018-022,0,53
1242,ETH-SOU-1,NGA-2018-023,0,54
1243,ETH-SOU-1,NGA-2018-025,0,55
1244,ETH-SOU-1,NGA-2019-004,0,56
1245,ETH-SOU-1,NGA-2019-007,0,57
1246,ETH-SOU-1,NGA-2019-019,0,58
1247,ETH-SOU-1,NGA-2019-024,0,59
1248,ETH-SOU-1,SDN-2016-001,0,60
1249,ETH-SOU-1,SOM-2017-011,7.50E-05,61
1250,ETH-SOU-1,SOM-2018-004,0.000575,62
1251,ETH-SOU-1,SOM-2018-007,0.02075,63
1252,ETH-SOU-1,SOM-2018-008,0.023175,64
1253,ETH-SOU-1,SOM-2018-009,0.00375,65
1254,ETH-SOU-1,SOM-2018-011,0.01255,66
1255,ETH-SOU-2,CAF-2019-005,0,1
1256,ETH-SOU-2,COD-2016-001,0,2
1257,ETH-SOU-2,COD-2017-006,0,3
1258,ETH-SOU-2,COD-2017-007,0,4
1259,ETH-SOU-2,COD-2017-009,0,5
1260,ETH-SOU-2,COD-2017-011,0,6
1261,ETH-SOU-2,COD-2017-014,0,7
1262,ETH-SOU-2,COD-2018-005,0,8
1263,ETH-SOU-2,COD-2018-009,2.50E-05,9
1264,ETH-SOU-2,COD-2018-010,0,10
1265,ETH-SOU-2,COD-2018-011,0,11
1266,ETH-SOU-2,COD-2018-013,0,12
1267,ETH-SOU-2,COD-2018-014,5.00E-05,13
1268,ETH-SOU-2,COD-2018-015,2.50E-05,14
1269,ETH-SOU-2,COD-2018-016,0,15
1270,ETH-SOU-2,COD-2018-017,0,16
1271,ETH-SOU-2,COD-2019-003,0,17
1272,ETH-SOU-2,COD-2019-012,0,18
1273,ETH-SOU-2,COD-2019-013,0,19
1274,ETH-SOU-2,COD-2019-015,0,20
1275,ETH-SOU-2,COD-2019-016,0,21
1276,ETH-SOU-2,COG-2016-005,0,22
1277,ETH-SOU-2,ETH-2016-002,0,23
1278,ETH-SOU-2,ETH-2018-003,0.710025,24
1279,ETH-SOU-2,ETH-2018-004,0.198225,25
1280,ETH-SOU-2,KEN-2018-003,0.020425,26
1281,ETH-SOU-2,KEN-2018-004,0.028075,27
1282,ETH-SOU-2,MOZ-2017-002,0,28
1283,ETH-SOU-2,MOZ-2019-001,0,29
1284,ETH-SOU-2,MOZ-2019-002,0,30
1285,ETH-SOU-2,MOZ-2019-003,0,31
1286,ETH-SOU-2,MOZ-2019-004,0,32
1287,ETH-SOU-2,NER-2016-001,0,33
1288,ETH-SOU-2,NER-2017-012,0,34
1289,ETH-SOU-2,NER-2018-005,0,35
1290,ETH-SOU-2,NER-2018-006,0,36
1291,ETH-SOU-2,NER-2018-008,0,37
1292,ETH-SOU-2,NGA-2016-018,0,38
1293,ETH-SOU-2,NGA-2016-019,0,39
1294,ETH-SOU-2,NGA-2016-021,0,40
1295,ETH-SOU-2,NGA-2016-024,0,41
1296,ETH-SOU-2,NGA-2016-025,0,42
1297,ETH-SOU-2,NGA-2016-034,0,43
1298,ETH-SOU-2,NGA-2017-020,0,44
1299,ETH-SOU-2,NGA-2017-021,0,45
1300,ETH-SOU-2,NGA-2017-024,0,46
1301,ETH-SOU-2,NGA-2018-012,0,47
1302,ETH-SOU-2,NGA-2018-014,0,48
1303,ETH-SOU-2,NGA-2018-017,0,49
1304,ETH-SOU-2,NGA-2018-018,0,50
1305,ETH-SOU-2,NGA-2018-019,0,51
1306,ETH-SOU-2,NGA-2018-020,0,52
1307,ETH-SOU-2,NGA-2018-022,0,53
1308,ETH-SOU-2,NGA-2018-023,0,54
1309,ETH-SOU-2,NGA-2018-025,0,55
1310,ETH-SOU-2,NGA-2019-004,0,56
1311,ETH-SOU-2,NGA-2019-007,0,57
1312,ETH-SOU-2,NGA-2019-019,0,58
1313,ETH-SOU-2,NGA-2019-024,0,59
1314,ETH-SOU-2,SDN-2016-001,0,60
1315,ETH-SOU-2,SOM-2017-011,0.007175,61
1316,ETH-SOU-2,SOM-2018-004,0.0075,62
1317,ETH-SOU-2,SOM-2018-007,0.01135,63
1318,ETH-SOU-2,SOM-2018-008,0.007075,64
1319,ETH-SOU-2,SOM-2018-009,0.009275,65
1320,ETH-SOU-2,SOM-2018-011,0.000525,66
1321,MOZ-NPL-1,CAF-2019-005,1.00E-04,1
1322,MOZ-NPL-1,COD-2016-001,0,2
1323,MOZ-NPL-1,COD-2017-006,0,3
1324,MOZ-NPL-1,COD-2017-007,7.50E-05,4
1325,MOZ-NPL-1,COD-2017-009,2.50E-05,5
1326,MOZ-NPL-1,COD-2017-011,0.00025,6
1327,MOZ-NPL-1,COD-2017-014,0.000225,7
1328,MOZ-NPL-1,COD-2018-005,0.00125,8
1329,MOZ-NPL-1,COD-2018-009,0.00065,9
1330,MOZ-NPL-1,COD-2018-010,0.005275,10
1331,MOZ-NPL-1,COD-2018-011,0.000125,11
1332,MOZ-NPL-1,COD-2018-013,0.010525,12
1333,MOZ-NPL-1,COD-2018-014,0.0015,13
1334,MOZ-NPL-1,COD-2018-015,0.001875,14
1335,MOZ-NPL-1,COD-2018-016,0.0115,15
1336,MOZ-NPL-1,COD-2018-017,2.50E-05,16
1337,MOZ-NPL-1,COD-2019-003,0.00355,17
1338,MOZ-NPL-1,COD-2019-012,0.001625,18
1339,MOZ-NPL-1,COD-2019-013,0,19
1340,MOZ-NPL-1,COD-2019-015,0.000125,20
1341,MOZ-NPL-1,COD-2019-016,1.00E-04,21
1342,MOZ-NPL-1,COG-2016-005,0,22
1343,MOZ-NPL-1,ETH-2016-002,0,23
1344,MOZ-NPL-1,ETH-2018-003,0.00035,24
1345,MOZ-NPL-1,ETH-2018-004,0.000475,25
1346,MOZ-NPL-1,KEN-2018-003,0.000675,26
1347,MOZ-NPL-1,KEN-2018-004,0.00075,27
1348,MOZ-NPL-1,MOZ-2017-002,0.00015,28
1349,MOZ-NPL-1,MOZ-2019-001,0.141825,29
1350,MOZ-NPL-1,MOZ-2019-002,0.273175,30
1351,MOZ-NPL-1,MOZ-2019-003,0.290575,31
1352,MOZ-NPL-1,MOZ-2019-004,0.231675,32
1353,MOZ-NPL-1,NER-2016-001,0,33
1354,MOZ-NPL-1,NER-2017-012,0,34
1355,MOZ-NPL-1,NER-2018-005,7.50E-05,35
1356,MOZ-NPL-1,NER-2018-006,7.50E-05,36
1357,MOZ-NPL-1,NER-2018-008,1.00E-04,37
1358,MOZ-NPL-1,NGA-2016-018,0,38
1359,MOZ-NPL-1,NGA-2016-019,0,39
1360,MOZ-NPL-1,NGA-2016-021,0,40
1361,MOZ-NPL-1,NGA-2016-024,0,41
1362,MOZ-NPL-1,NGA-2016-025,0,42
1363,MOZ-NPL-1,NGA-2016-034,0,43
1364,MOZ-NPL-1,NGA-2017-020,0,44
1365,MOZ-NPL-1,NGA-2017-021,0,45
1366,MOZ-NPL-1,NGA-2017-024,0,46
1367,MOZ-NPL-1,NGA-2018-012,1.00E-04,47
1368,MOZ-NPL-1,NGA-2018-014,0,48
1369,MOZ-NPL-1,NGA-2018-017,2.50E-05,49
1370,MOZ-NPL-1,NGA-2018-018,0.000225,50
1371,MOZ-NPL-1,NGA-2018-019,0,51
1372,MOZ-NPL-1,NGA-2018-020,0.000375,52
1373,MOZ-NPL-1,NGA-2018-022,0.000125,53
1374,MOZ-NPL-1,NGA-2018-023,5.00E-05,54
1375,MOZ-NPL-1,NGA-2018-025,0.001475,55
1376,MOZ-NPL-1,NGA-2019-004,0.000425,56
1377,MOZ-NPL-1,NGA-2019-007,0.0013,57
1378,MOZ-NPL-1,NGA-2019-019,0.000125,58
1379,MOZ-NPL-1,NGA-2019-024,0,59
1380,MOZ-NPL-1,SDN-2016-001,0,60
1381,MOZ-NPL-1,SOM-2017-011,2.50E-05,61
1382,MOZ-NPL-1,SOM-2018-004,2.50E-05,62
1383,MOZ-NPL-1,SOM-2018-007,7.50E-05,63
1384,MOZ-NPL-1,SOM-2018-008,0.000225,64
1385,MOZ-NPL-1,SOM-2018-009,5.00E-05,65
1386,MOZ-NPL-1,SOM-2018-011,0.000525,66
1387,MOZ-ZAM-2,CAF-2019-005,0,1
1388,MOZ-ZAM-2,COD-2016-001,0,2
1389,MOZ-ZAM-2,COD-2017-006,0,3
1390,MOZ-ZAM-2,COD-2017-007,0,4
1391,MOZ-ZAM-2,COD-2017-009,2.50E-05,5
1392,MOZ-ZAM-2,COD-2017-011,0.000175,6
1393,MOZ-ZAM-2,COD-2017-014,0.00025,7
1394,MOZ-ZAM-2,COD-2018-005,1.00E-04,8
1395,MOZ-ZAM-2,COD-2018-009,5.00E-05,9
1396,MOZ-ZAM-2,COD-2018-010,0,10
1397,MOZ-ZAM-2,COD-2018-011,0,11
1398,MOZ-ZAM-2,COD-2018-013,0,12
1399,MOZ-ZAM-2,COD-2018-014,0,13
1400,MOZ-ZAM-2,COD-2018-015,0,14
1401,MOZ-ZAM-2,COD-2018-016,0,15
1402,MOZ-ZAM-2,COD-2018-017,0,16
1403,MOZ-ZAM-2,COD-2019-003,0,17
1404,MOZ-ZAM-2,COD-2019-012,0,18
1405,MOZ-ZAM-2,COD-2019-013,0,19
1406,MOZ-ZAM-2,COD-2019-015,0,20
1407,MOZ-ZAM-2,COD-2019-016,0,21
1408,MOZ-ZAM-2,COG-2016-005,0,22
1409,MOZ-ZAM-2,ETH-2016-002,0,23
1410,MOZ-ZAM-2,ETH-2018-003,0,24
1411,MOZ-ZAM-2,ETH-2018-004,0,25
1412,MOZ-ZAM-2,KEN-2018-003,0,26
1413,MOZ-ZAM-2,KEN-2018-004,0,27
1414,MOZ-ZAM-2,MOZ-2017-002,0.995675,28
1415,MOZ-ZAM-2,MOZ-2019-001,0,29
1416,MOZ-ZAM-2,MOZ-2019-002,0,30
1417,MOZ-ZAM-2,MOZ-2019-003,0,31
1418,MOZ-ZAM-2,MOZ-2019-004,0,32
1419,MOZ-ZAM-2,NER-2016-001,0,33
1420,MOZ-ZAM-2,NER-2017-012,0,34
1421,MOZ-ZAM-2,NER-2018-005,0,35
1422,MOZ-ZAM-2,NER-2018-006,0,36
1423,MOZ-ZAM-2,NER-2018-008,0,37
1424,MOZ-ZAM-2,NGA-2016-018,0,38
1425,MOZ-ZAM-2,NGA-2016-019,0,39
1426,MOZ-ZAM-2,NGA-2016-021,0,40
1427,MOZ-ZAM-2,NGA-2016-024,0,41
1428,MOZ-ZAM-2,NGA-2016-025,0,42
1429,MOZ-ZAM-2,NGA-2016-034,0,43
1430,MOZ-ZAM-2,NGA-2017-020,0,44
1431,MOZ-ZAM-2,NGA-2017-021,0,45
1432,MOZ-ZAM-2,NGA-2017-024,0,46
1433,MOZ-ZAM-2,NGA-2018-012,0,47
1434,MOZ-ZAM-2,NGA-2018-014,0,48
1435,MOZ-ZAM-2,NGA-2018-017,0,49
1436,MOZ-ZAM-2,NGA-2018-018,0,50
1437,MOZ-ZAM-2,NGA-2018-019,0,51
1438,MOZ-ZAM-2,NGA-2018-020,0,52
1439,MOZ-ZAM-2,NGA-2018-022,0,53
1440,MOZ-ZAM-2,NGA-2018-023,0,54
1441,MOZ-ZAM-2,NGA-2018-025,0,55
1442,MOZ-ZAM-2,NGA-2019-004,0,56
1443,MOZ-ZAM-2,NGA-2019-007,0,57
1444,MOZ-ZAM-2,NGA-2019-019,0,58
1445,MOZ-ZAM-2,NGA-2019-024,0,59
1446,MOZ-ZAM-2,SDN-2016-001,0,60
1447,MOZ-ZAM-2,SOM-2017-011,0,61
1448,MOZ-ZAM-2,SOM-2018-004,0,62
1449,MOZ-ZAM-2,SOM-2018-007,0,63
1450,MOZ-ZAM-2,SOM-2018-008,0,64
1451,MOZ-ZAM-2,SOM-2018-009,0,65
1452,MOZ-ZAM-2,SOM-2018-011,0,66
1453,NIE-JIS-1,CAF-2019-005,0,1
1454,NIE-JIS-1,COD-2016-001,0,2
1455,NIE-JIS-1,COD-2017-006,0,3
1456,NIE-JIS-1,COD-2017-007,0,4
1457,NIE-JIS-1,COD-2017-009,0,5
1458,NIE-JIS-1,COD-2017-011,0,6
1459,NIE-JIS-1,COD-2017-014,0,7
1460,NIE-JIS-1,COD-2018-005,0,8
1461,NIE-JIS-1,COD-2018-009,0,9
1462,NIE-JIS-1,COD-2018-010,0,10
1463,NIE-JIS-1,COD-2018-011,0,11
1464,NIE-JIS-1,COD-2018-013,0,12
1465,NIE-JIS-1,COD-2018-014,0,13
1466,NIE-JIS-1,COD-2018-015,0,14
1467,NIE-JIS-1,COD-2018-016,0,15
1468,NIE-JIS-1,COD-2018-017,0,16
1469,NIE-JIS-1,COD-2019-003,0,17
1470,NIE-JIS-1,COD-2019-012,0,18
1471,NIE-JIS-1,COD-2019-013,0,19
1472,NIE-JIS-1,COD-2019-015,0,20
1473,NIE-JIS-1,COD-2019-016,0,21
1474,NIE-JIS-1,COG-2016-005,0,22
1475,NIE-JIS-1,ETH-2016-002,0,23
1476,NIE-JIS-1,ETH-2018-003,0,24
1477,NIE-JIS-1,ETH-2018-004,0,25
1478,NIE-JIS-1,KEN-2018-003,0,26
1479,NIE-JIS-1,KEN-2018-004,0,27
1480,NIE-JIS-1,MOZ-2017-002,0,28
1481,NIE-JIS-1,MOZ-2019-001,0,29
1482,NIE-JIS-1,MOZ-2019-002,0,30
1483,NIE-JIS-1,MOZ-2019-003,0,31
1484,NIE-JIS-1,MOZ-2019-004,0,32
1485,NIE-JIS-1,NER-2016-001,0.018725,33
1486,NIE-JIS-1,NER-2017-012,0.09075,34
1487,NIE-JIS-1,NER-2018-005,0,35
1488,NIE-JIS-1,NER-2018-006,0,36
1489,NIE-JIS-1,NER-2018-008,0,37
1490,NIE-JIS-1,NGA-2016-018,0.03625,38
1491,NIE-JIS-1,NGA-2016-019,0.0256,39
1492,NIE-JIS-1,NGA-2016-021,0.03675,40
1493,NIE-JIS-1,NGA-2016-024,0.147225,41
1494,NIE-JIS-1,NGA-2016-025,0.23085,42
1495,NIE-JIS-1,NGA-2016-034,0.20805,43
1496,NIE-JIS-1,NGA-2017-020,0.1919,44
1497,NIE-JIS-1,NGA-2017-021,0,45
1498,NIE-JIS-1,NGA-2017-024,0,46
1499,NIE-JIS-1,NGA-2018-012,0,47
1500,NIE-JIS-1,NGA-2018-014,0,48
1501,NIE-JIS-1,NGA-2018-017,0,49
1502,NIE-JIS-1,NGA-2018-018,0,50
1503,NIE-JIS-1,NGA-2018-019,0,51
1504,NIE-JIS-1,NGA-2018-020,0,52
1505,NIE-JIS-1,NGA-2018-022,0,53
1506,NIE-JIS-1,NGA-2018-023,0,54
1507,NIE-JIS-1,NGA-2018-025,0,55
1508,NIE-JIS-1,NGA-2019-004,0,56
1509,NIE-JIS-1,NGA-2019-007,0,57
1510,NIE-JIS-1,NGA-2019-019,0,58
1511,NIE-JIS-1,NGA-2019-024,0,59
1512,NIE-JIS-1,SDN-2016-001,0,60
1513,NIE-JIS-1,SOM-2017-011,0,61
1514,NIE-JIS-1,SOM-2018-004,0,62
1515,NIE-JIS-1,SOM-2018-007,0,63
1516,NIE-JIS-1,SOM-2018-008,0,64
1517,NIE-JIS-1,SOM-2018-009,0,65
1518,NIE-JIS-1,SOM-2018-011,0,66
1519,NIE-KGS-1,CAF-2019-005,0,1
1520,NIE-KGS-1,COD-2016-001,0,2
1521,NIE-KGS-1,COD-2017-006,0,3
1522,NIE-KGS-1,COD-2017-007,0,4
1523,NIE-KGS-1,COD-2017-009,0,5
1524,NIE-KGS-1,COD-2017-011,0,6
1525,NIE-KGS-1,COD-2017-014,0,7
1526,NIE-KGS-1,COD-2018-005,0,8
1527,NIE-KGS-1,COD-2018-009,0,9
1528,NIE-KGS-1,COD-2018-010,0,10
1529,NIE-KGS-1,COD-2018-011,0,11
1530,NIE-KGS-1,COD-2018-013,0,12
1531,NIE-KGS-1,COD-2018-014,0,13
1532,NIE-KGS-1,COD-2018-015,0,14
1533,NIE-KGS-1,COD-2018-016,0,15
1534,NIE-KGS-1,COD-2018-017,0,16
1535,NIE-KGS-1,COD-2019-003,0,17
1536,NIE-KGS-1,COD-2019-012,0,18
1537,NIE-KGS-1,COD-2019-013,0,19
1538,NIE-KGS-1,COD-2019-015,0,20
1539,NIE-KGS-1,COD-2019-016,0,21
1540,NIE-KGS-1,COG-2016-005,0,22
1541,NIE-KGS-1,ETH-2016-002,0,23
1542,NIE-KGS-1,ETH-2018-003,0,24
1543,NIE-KGS-1,ETH-2018-004,0,25
1544,NIE-KGS-1,KEN-2018-003,0,26
1545,NIE-KGS-1,KEN-2018-004,0,27
1546,NIE-KGS-1,MOZ-2017-002,0,28
1547,NIE-KGS-1,MOZ-2019-001,0,29
1548,NIE-KGS-1,MOZ-2019-002,0,30
1549,NIE-KGS-1,MOZ-2019-003,0,31
1550,NIE-KGS-1,MOZ-2019-004,0,32
1551,NIE-KGS-1,NER-2016-001,0,33
1552,NIE-KGS-1,NER-2017-012,0,34
1553,NIE-KGS-1,NER-2018-005,0.000275,35
1554,NIE-KGS-1,NER-2018-006,7.50E-05,36
1555,NIE-KGS-1,NER-2018-008,2.50E-05,37
1556,NIE-KGS-1,NGA-2016-018,0,38
1557,NIE-KGS-1,NGA-2016-019,0,39
1558,NIE-KGS-1,NGA-2016-021,0,40
1559,NIE-KGS-1,NGA-2016-024,0,41
1560,NIE-KGS-1,NGA-2016-025,0,42
1561,NIE-KGS-1,NGA-2016-034,0,43
1562,NIE-KGS-1,NGA-2017-020,0,44
1563,NIE-KGS-1,NGA-2017-021,0,45
1564,NIE-KGS-1,NGA-2017-024,0,46
1565,NIE-KGS-1,NGA-2018-012,5.00E-04,47
1566,NIE-KGS-1,NGA-2018-014,0,48
1567,NIE-KGS-1,NGA-2018-017,0.00015,49
1568,NIE-KGS-1,NGA-2018-018,0.00315,50
1569,NIE-KGS-1,NGA-2018-019,0.000125,51
1570,NIE-KGS-1,NGA-2018-020,0.002975,52
1571,NIE-KGS-1,NGA-2018-022,0.00055,53
1572,NIE-KGS-1,NGA-2018-023,0,54
1573,NIE-KGS-1,NGA-2018-025,0.9194,55
1574,NIE-KGS-1,NGA-2019-004,0,56
1575,NIE-KGS-1,NGA-2019-007,0.072675,57
1576,NIE-KGS-1,NGA-2019-019,0,58
1577,NIE-KGS-1,NGA-2019-024,0,59
1578,NIE-KGS-1,SDN-2016-001,0,60
1579,NIE-KGS-1,SOM-2017-011,0,61
1580,NIE-KGS-1,SOM-2018-004,0,62
1581,NIE-KGS-1,SOM-2018-007,0,63
1582,NIE-KGS-1,SOM-2018-008,0,64
1583,NIE-KGS-1,SOM-2018-009,0,65
1584,NIE-KGS-1,SOM-2018-011,0,66
1585,NIE-KGS-2,CAF-2019-005,0,1
1586,NIE-KGS-2,COD-2016-001,0,2
1587,NIE-KGS-2,COD-2017-006,0,3
1588,NIE-KGS-2,COD-2017-007,0,4
1589,NIE-KGS-2,COD-2017-009,0,5
1590,NIE-KGS-2,COD-2017-011,0,6
1591,NIE-KGS-2,COD-2017-014,0,7
1592,NIE-KGS-2,COD-2018-005,0,8
1593,NIE-KGS-2,COD-2018-009,0,9
1594,NIE-KGS-2,COD-2018-010,0,10
1595,NIE-KGS-2,COD-2018-011,0,11
1596,NIE-KGS-2,COD-2018-013,0,12
1597,NIE-KGS-2,COD-2018-014,0,13
1598,NIE-KGS-2,COD-2018-015,0,14
1599,NIE-KGS-2,COD-2018-016,0,15
1600,NIE-KGS-2,COD-2018-017,0,16
1601,NIE-KGS-2,COD-2019-003,0,17
1602,NIE-KGS-2,COD-2019-012,0,18
1603,NIE-KGS-2,COD-2019-013,0,19
1604,NIE-KGS-2,COD-2019-015,0,20
1605,NIE-KGS-2,COD-2019-016,0,21
1606,NIE-KGS-2,COG-2016-005,0,22
1607,NIE-KGS-2,ETH-2016-002,0,23
1608,NIE-KGS-2,ETH-2018-003,0,24
1609,NIE-KGS-2,ETH-2018-004,0,25
1610,NIE-KGS-2,KEN-2018-003,0,26
1611,NIE-KGS-2,KEN-2018-004,0,27
1612,NIE-KGS-2,MOZ-2017-002,0,28
1613,NIE-KGS-2,MOZ-2019-001,0,29
1614,NIE-KGS-2,MOZ-2019-002,0,30
1615,NIE-KGS-2,MOZ-2019-003,0,31
1616,NIE-KGS-2,MOZ-2019-004,0,32
1617,NIE-KGS-2,NER-2016-001,0,33
1618,NIE-KGS-2,NER-2017-012,0,34
1619,NIE-KGS-2,NER-2018-005,0.00055,35
1620,NIE-KGS-2,NER-2018-006,0.000225,36
