,Emergence,SIA,summed_probabilities,numSIA
551,CAF-BIM-1,ETH-2016-002,0,23
552,CAF-BIM-1,ETH-2018-003,0,24
553,CAF-BIM-1,ETH-2018-004,0,25
554,CAF-BIM-1,KEN-2018-003,0,26
555,CAF-BIM-1,KEN-2018-004,0,27
556,CAF-BIM-1,MOZ-2017-002,0,28
557,CAF-BIM-1,MOZ-2019-001,0,29
558,CAF-BIM-1,MOZ-2019-002,0,30
559,CAF-BIM-1,MOZ-2019-003,0,31
560,CAF-BIM-1,MOZ-2019-004,0,32
561,CAF-BIM-1,NER-2016-001,0,33
562,CAF-BIM-1,NER-2017-012,0,34
563,CAF-BIM-1,NER-2018-005,0,35
564,CAF-BIM-1,NER-2018-006,0,36
565,CAF-BIM-1,NER-2018-008,0,37
566,CAF-BIM-1,NGA-2016-018,0,38
567,CAF-BIM-1,NGA-2016-019,0,39
568,CAF-BIM-1,NGA-2016-021,0,40
569,CAF-BIM-1,NGA-2016-024,0,41
570,CAF-BIM-1,NGA-2016-025,0,42
571,CAF-BIM-1,NGA-2016-034,0,43
572,CAF-BIM-1,NGA-2017-020,0,44
573,CAF-BIM-1,NGA-2017-021,0,45
574,CAF-BIM-1,NGA-2017-024,0,46
575,CAF-BIM-1,NGA-2018-012,0,47
576,CAF-BIM-1,NGA-2018-014,0,48
577,CAF-BIM-1,NGA-2018-017,0,49
578,CAF-BIM-1,NGA-2018-018,0,50
579,CAF-BIM-1,NGA-2018-019,0,51
580,CAF-BIM-1,NGA-2018-020,0,52
581,CAF-BIM-1,NGA-2018-022,0,53
582,CAF-BIM-1,NGA-2018-023,0,54
583,CAF-BIM-1,NGA-2018-025,0,55
584,CAF-BIM-1,NGA-2019-004,0,56
585,CAF-BIM-1,NGA-2019-007,0,57
586,CAF-BIM-1,NGA-2019-019,0,58
587,CAF-BIM-1,NGA-2019-024,0,59
588,CAF-BIM-1,SDN-2016-001,0,60
589,CAF-BIM-1,SOM-2017-011,0,61
590,CAF-BIM-1,SOM-2018-004,0,62
591,CAF-BIM-1,SOM-2018-007,0,63
592,CAF-BIM-1,SOM-2018-008,0,64
593,CAF-BIM-1,SOM-2018-009,0,65
594,CAF-BIM-1,SOM-2018-011,0,66
595,CAF-BIM-2,CAF-2019-005,0,1
596,CAF-BIM-2,COD-2016-001,0,2
597,CAF-BIM-2,COD-2017-006,0,3
598,CAF-BIM-2,COD-2017-007,0,4
599,CAF-BIM-2,COD-2017-009,0,5
600,CAF-BIM-2,COD-2017-011,0,6
601,CAF-BIM-2,COD-2017-014,0,7
602,CAF-BIM-2,COD-2018-005,0,8
603,CAF-BIM-2,COD-2018-009,0,9
604,CAF-BIM-2,COD-2018-010,0,10
605,CAF-BIM-2,COD-2018-011,0.085475,11
606,CAF-BIM-2,COD-2018-013,0,12
607,CAF-BIM-2,COD-2018-014,0.60205,13
608,CAF-BIM-2,COD-2018-015,0.312475,14
609,CAF-BIM-2,COD-2018-016,0,15
610,CAF-BIM-2,COD-2018-017,0,16
611,CAF-BIM-2,COD-2019-003,0,17
612,CAF-BIM-2,COD-2019-012,0,18
613,CAF-BIM-2,COD-2019-013,0,19
614,CAF-BIM-2,COD-2019-015,0,20
615,CAF-BIM-2,COD-2019-016,0,21
616,CAF-BIM-2,COG-2016-005,0,22
617,CAF-BIM-2,ETH-2016-002,0,23
618,CAF-BIM-2,ETH-2018-003,0,24
619,CAF-BIM-2,ETH-2018-004,0,25
620,CAF-BIM-2,KEN-2018-003,0,26
621,CAF-BIM-2,KEN-2018-004,0,27
622,CAF-BIM-2,MOZ-2017-002,0,28
623,CAF-BIM-2,MOZ-2019-001,0,29
624,CAF-BIM-2,MOZ-2019-002,0,30
625,CAF-BIM-2,MOZ-2019-003,0,31
626,CAF-BIM-2,MOZ-2019-004,0,32
627,CAF-BIM-2,NER-2016-001,0,33
628,CAF-BIM-2,NER-2017-012,0,34
629,CAF-BIM-2,NER-2018-005,0,35
630,CAF-BIM-2,NER-2018-006,0,36
631,CAF-BIM-2,NER-2018-008,0,37
632,CAF-BIM-2,NGA-2016-018,0,38
633,CAF-BIM-2,NGA-2016-019,0,39
634,CAF-BIM-2,NGA-2016-021,0,40
635,CAF-BIM-2,NGA-2016-024,0,41
636,CAF-BIM-2,NGA-2016-025,0,42
637,CAF-BIM-2,NGA-2016-034,0,43
638,CAF-BIM-2,NGA-2017-020,0,44
639,CAF-BIM-2,NGA-2017-021,0,45
640,CAF-BIM-2,NGA-2017-024,0,46
641,CAF-BIM-2,NGA-2018-012,0,47
642,CAF-BIM-2,NGA-2018-014,0,48
643,CAF-BIM-2,NGA-2018-017,0,49
644,CAF-BIM-2,NGA-2018-018,0,50
645,CAF-BIM-2,NGA-2018-019,0,51
646,CAF-BIM-2,NGA-2018-020,0,52
647,CAF-BIM-2,NGA-2018-022,0,53
648,CAF-BIM-2,NGA-2018-023,0,54
649,CAF-BIM-2,NGA-2018-025,0,55
650,CAF-BIM-2,NGA-2019-004,0,56
651,CAF-BIM-2,NGA-2019-007,0,57
652,CAF-BIM-2,NGA-2019-019,0,58
653,CAF-BIM-2,NGA-2019-024,0,59
654,CAF-BIM-2,SDN-2016-001,0,60
655,CAF-BIM-2,SOM-2017-011,0,61
656,CAF-BIM-2,SOM-2018-004,0,62
657,CAF-BIM-2,SOM-2018-007,0,63
658,CAF-BIM-2,SOM-2018-008,0,64
659,CAF-BIM-2,SOM-2018-009,0,65
660,CAF-BIM-2,SOM-2018-011,0,66
661,CAF-BIM-3,CAF-2019-005,0,1
662,CAF-BIM-3,COD-2016-001,0,2
663,CAF-BIM-3,COD-2017-006,0,3
664,CAF-BIM-3,COD-2017-007,0,4
665,CAF-BIM-3,COD-2017-009,0,5
666,CAF-BIM-3,COD-2017-011,0,6
667,CAF-BIM-3,COD-2017-014,0,7
668,CAF-BIM-3,COD-2018-005,0,8
669,CAF-BIM-3,COD-2018-009,0,9
670,CAF-BIM-3,COD-2018-010,0,10
671,CAF-BIM-3,COD-2018-011,0.04115,11
672,CAF-BIM-3,COD-2018-013,0,12
673,CAF-BIM-3,COD-2018-014,0.576175,13
674,CAF-BIM-3,COD-2018-015,0.382675,14
675,CAF-BIM-3,COD-2018-016,0,15
676,CAF-BIM-3,COD-2018-017,0,16
677,CAF-BIM-3,COD-2019-003,0,17
678,CAF-BIM-3,COD-2019-012,0,18
679,CAF-BIM-3,COD-2019-013,0,19
680,CAF-BIM-3,COD-2019-015,0,20
681,CAF-BIM-3,COD-2019-016,0,21
682,CAF-BIM-3,COG-2016-005,0,22
683,CAF-BIM-3,ETH-2016-002,0,23
684,CAF-BIM-3,ETH-2018-003,0,24
685,CAF-BIM-3,ETH-2018-004,0,25
686,CAF-BIM-3,KEN-2018-003,0,26
687,CAF-BIM-3,KEN-2018-004,0,27
688,CAF-BIM-3,MOZ-2017-002,0,28
689,CAF-BIM-3,MOZ-2019-001,0,29
690,CAF-BIM-3,MOZ-2019-002,0,30
691,CAF-BIM-3,MOZ-2019-003,0,31
692,CAF-BIM-3,MOZ-2019-004,0,32
693,CAF-BIM-3,NER-2016-001,0,33
694,CAF-BIM-3,NER-2017-012,0,34
695,CAF-BIM-3,NER-2018-005,0,35
696,CAF-BIM-3,NER-2018-006,0,36
697,CAF-BIM-3,NER-2018-008,0,37
698,CAF-BIM-3,NGA-2016-018,0,38
699,CAF-BIM-3,NGA-2016-019,0,39
700,CAF-BIM-3,NGA-2016-021,0,40
701,CAF-BIM-3,NGA-2016-024,0,41
702,CAF-BIM-3,NGA-2016-025,0,42
703,CAF-BIM-3,NGA-2016-034,0,43
704,CAF-BIM-3,NGA-2017-020,0,44
705,CAF-BIM-3,NGA-2017-021,0,45
706,CAF-BIM-3,NGA-2017-024,0,46
707,CAF-BIM-3,NGA-2018-012,0,47
708,CAF-BIM-3,NGA-2018-014,0,48
709,CAF-BIM-3,NGA-2018-017,0,49
710,CAF-BIM-3,NGA-2018-018,0,50
711,CAF-BIM-3,NGA-2018-019,0,51
712,CAF-BIM-3,NGA-2018-020,0,52
713,CAF-BIM-3,NGA-2018-022,0,53
714,CAF-BIM-3,NGA-2018-023,0,54
715,CAF-BIM-3,NGA-2018-025,0,55
716,CAF-BIM-3,NGA-2019-004,0,56
717,CAF-BIM-3,NGA-2019-007,0,57
718,CAF-BIM-3,NGA-2019-019,0,58
719,CAF-BIM-3,NGA-2019-024,0,59
720,CAF-BIM-3,SDN-2016-001,0,60
721,CAF-BIM-3,SOM-2017-011,0,61
722,CAF-BIM-3,SOM-2018-004,0,62
723,CAF-BIM-3,SOM-2018-007,0,63
724,CAF-BIM-3,SOM-2018-008,0,64
725,CAF-BIM-3,SOM-2018-009,0,65
726,CAF-BIM-3,SOM-2018-011,0,66
727,CAF-BNG-1,CAF-2019-005,0,1
728,CAF-BNG-1,COD-2016-001,0,2
729,CAF-BNG-1,COD-2017-006,0,3
730,CAF-BNG-1,COD-2017-007,0,4
731,CAF-BNG-1,COD-2017-009,0,5
732,CAF-BNG-1,COD-2017-011,0,6
733,CAF-BNG-1,COD-2017-014,0,7
734,CAF-BNG-1,COD-2018-005,0,8
735,CAF-BNG-1,COD-2018-009,0,9
736,CAF-BNG-1,COD-2018-010,0,10
737,CAF-BNG-1,COD-2018-011,0.024725,11
738,CAF-BNG-1,COD-2018-013,0,12
739,CAF-BNG-1,COD-2018-014,0.533075,13
740,CAF-BNG-1,COD-2018-015,0.442075,14
741,CAF-BNG-1,COD-2018-016,0,15
742,CAF-BNG-1,COD-2018-017,0.000125,16
743,CAF-BNG-1,COD-2019-003,0,17
744,CAF-BNG-1,COD-2019-012,0,18
745,CAF-BNG-1,COD-2019-013,0,19
746,CAF-BNG-1,COD-2019-015,0,20
747,CAF-BNG-1,COD-2019-016,0,21
748,CAF-BNG-1,COG-2016-005,0,22
749,CAF-BNG-1,ETH-2016-002,0,23
750,CAF-BNG-1,ETH-2018-003,0,24
751,CAF-BNG-1,ETH-2018-004,0,25
752,CAF-BNG-1,KEN-2018-003,0,26
753,CAF-BNG-1,KEN-2018-004,0,27
754,CAF-BNG-1,MOZ-2017-002,0,28
755,CAF-BNG-1,MOZ-2019-001,0,29
756,CAF-BNG-1,MOZ-2019-002,0,30
757,CAF-BNG-1,MOZ-2019-003,0,31
758,CAF-BNG-1,MOZ-2019-004,0,32
759,CAF-BNG-1,NER-2016-001,0,33
760,CAF-BNG-1,NER-2017-012,0,34
761,CAF-BNG-1,NER-2018-005,0,35
762,CAF-BNG-1,NER-2018-006,0,36
763,CAF-BNG-1,NER-2018-008,0,37
764,CAF-BNG-1,NGA-2016-018,0,38
765,CAF-BNG-1,NGA-2016-019,0,39
766,CAF-BNG-1,NGA-2016-021,0,40
767,CAF-BNG-1,NGA-2016-024,0,41
768,CAF-BNG-1,NGA-2016-025,0,42
769,CAF-BNG-1,NGA-2016-034,0,43
770,CAF-BNG-1,NGA-2017-020,0,44
771,CAF-BNG-1,NGA-2017-021,0,45
772,CAF-BNG-1,NGA-2017-024,0,46
773,CAF-BNG-1,NGA-2018-012,0,47
774,CAF-BNG-1,NGA-2018-014,0,48
775,CAF-BNG-1,NGA-2018-017,0,49
776,CAF-BNG-1,NGA-2018-018,0,50
777,CAF-BNG-1,NGA-2018-019,0,51
778,CAF-BNG-1,NGA-2018-020,0,52
779,CAF-BNG-1,NGA-2018-022,0,53
780,CAF-BNG-1,NGA-2018-023,0,54
781,CAF-BNG-1,NGA-2018-025,0,55
782,CAF-BNG-1,NGA-2019-004,0,56
783,CAF-BNG-1,NGA-2019-007,0,57
784,CAF-BNG-1,NGA-2019-019,0,58
785,CAF-BNG-1,NGA-2019-024,0,59
786,CAF-BNG-1,SDN-2016-001,0,60
787,CAF-BNG-1,SOM-2017-011,0,61
788,CAF-BNG-1,SOM-2018-004,0,62
789,CAF-BNG-1,SOM-2018-007,0,63
790,CAF-BNG-1,SOM-2018-008,0,64
791,CAF-BNG-1,SOM-2018-009,0,65
792,CAF-BNG-1,SOM-2018-011,0,66
793,CHA-NDJ-1,CAF-2019-005,0,1
794,CHA-NDJ-1,COD-2016-001,0,2
795,CHA-NDJ-1,COD-2017-006,0,3
796,CHA-NDJ-1,COD-2017-007,0,4
797,CHA-NDJ-1,COD-2017-009,0,5
798,CHA-NDJ-1,COD-2017-011,0,6
799,CHA-NDJ-1,COD-2017-014,0,7
800,CHA-NDJ-1,COD-2018-005,0,8
801,CHA-NDJ-1,COD-2018-009,0,9
802,CHA-NDJ-1,COD-2018-010,0,10
803,CHA-NDJ-1,COD-2018-011,0,11
804,CHA-NDJ-1,COD-2018-013,0,12
805,CHA-NDJ-1,COD-2018-014,1.00E-04,13
806,CHA-NDJ-1,COD-2018-015,7.50E-05,14
807,CHA-NDJ-1,COD-2018-016,0,15
808,CHA-NDJ-1,COD-2018-017,0,16
809,CHA-NDJ-1,COD-2019-003,0,17
810,CHA-NDJ-1,COD-2019-012,0,18
811,CHA-NDJ-1,COD-2019-013,0,19
812,CHA-NDJ-1,COD-2019-015,0,20
813,CHA-NDJ-1,COD-2019-016,0,21
814,CHA-NDJ-1,COG-2016-005,0,22
815,CHA-NDJ-1,ETH-2016-002,0,23
816,CHA-NDJ-1,ETH-2018-003,0,24
817,CHA-NDJ-1,ETH-2018-004,2.50E-05,25
818,CHA-NDJ-1,KEN-2018-003,0,26
819,CHA-NDJ-1,KEN-2018-004,0,27
820,CHA-NDJ-1,MOZ-2017-002,0,28
821,CHA-NDJ-1,MOZ-2019-001,0,29
822,CHA-NDJ-1,MOZ-2019-002,0,30
823,CHA-NDJ-1,MOZ-2019-003,0,31
824,CHA-NDJ-1,MOZ-2019-004,0,32
825,CHA-NDJ-1,NER-2016-001,0,33
826,CHA-NDJ-1,NER-2017-012,0,34
827,CHA-NDJ-1,NER-2018-005,0.000325,35
828,CHA-NDJ-1,NER-2018-006,0.000525,36
829,CHA-NDJ-1,NER-2018-008,0.00025,37
830,CHA-NDJ-1,NGA-2016-018,0,38
831,CHA-NDJ-1,NGA-2016-019,0,39
832,CHA-NDJ-1,NGA-2016-021,0,40
833,CHA-NDJ-1,NGA-2016-024,0,41
834,CHA-NDJ-1,NGA-2016-025,0,42
835,CHA-NDJ-1,NGA-2016-034,0,43
836,CHA-NDJ-1,NGA-2017-020,0,44
837,CHA-NDJ-1,NGA-2017-021,0,45
838,CHA-NDJ-1,NGA-2017-024,0,46
839,CHA-NDJ-1,NGA-2018-012,0,47
840,CHA-NDJ-1,NGA-2018-014,0,48
841,CHA-NDJ-1,NGA-2018-017,0,49
842,CHA-NDJ-1,NGA-2018-018,0.113025,50
843,CHA-NDJ-1,NGA-2018-019,0,51
844,CHA-NDJ-1,NGA-2018-020,0.2038,52
845,CHA-NDJ-1,NGA-2018-022,0,53
846,CHA-NDJ-1,NGA-2018-023,0,54
847,CHA-NDJ-1,NGA-2018-025,0.455025,55
848,CHA-NDJ-1,NGA-2019-004,0,56
849,CHA-NDJ-1,NGA-2019-007,0.225,57
850,CHA-NDJ-1,NGA-2019-019,0,58
851,CHA-NDJ-1,NGA-2019-024,0,59
852,CHA-NDJ-1,SDN-2016-001,0,60
853,CHA-NDJ-1,SOM-2017-011,0,61
854,CHA-NDJ-1,SOM-2018-004,0,62
855,CHA-NDJ-1,SOM-2018-007,0,63
856,CHA-NDJ-1,SOM-2018-008,0,64
857,CHA-NDJ-1,SOM-2018-009,0,65
858,CHA-NDJ-1,SOM-2018-011,0,66
859,ETH-ORO-1,CAF-2019-005,0,1
860,ETH-ORO-1,COD-2016-001,0,2
861,ETH-ORO-1,COD-2017-006,0,3
862,ETH-ORO-1,COD-2017-007,0,4
863,ETH-ORO-1,COD-2017-009,0,5
864,ETH-ORO-1,COD-2017-011,0,6
865,ETH-ORO-1,COD-2017-014,0,7
866,ETH-ORO-1,COD-2018-005,0,8
867,ETH-ORO-1,COD-2018-009,0,9
868,ETH-ORO-1,COD-2018-010,0,10
869,ETH-ORO-1,COD-2018-011,0,11
870,ETH-ORO-1,COD-2018-013,0,12
871,ETH-ORO-1,COD-2018-014,0,13
872,ETH-ORO-1,COD-2018-015,0,14
873,ETH-ORO-1,COD-2018-016,0,15
874,ETH-ORO-1,COD-2018-017,0,16
875,ETH-ORO-1,COD-2019-003,0,17
876,ETH-ORO-1,COD-2019-012,0,18
877,ETH-ORO-1,COD-2019-013,0,19
878,ETH-ORO-1,COD-2019-015,0,20
879,ETH-ORO-1,COD-2019-016,0,21
880,ETH-ORO-1,COG-2016-005,0,22
881,ETH-ORO-1,ETH-2016-002,0,23
882,ETH-ORO-1,ETH-2018-003,0.385525,24
883,ETH-ORO-1,ETH-2018-004,0.609725,25
884,ETH-ORO-1,KEN-2018-003,0.00205,26
885,ETH-ORO-1,KEN-2018-004,0.00145,27
886,ETH-ORO-1,MOZ-2017-002,0,28
887,ETH-ORO-1,MOZ-2019-001,0,29
888,ETH-ORO-1,MOZ-2019-002,0,30
889,ETH-ORO-1,MOZ-2019-003,0,31
890,ETH-ORO-1,MOZ-2019-004,0,32
891,ETH-ORO-1,NER-2016-001,0,33
892,ETH-ORO-1,NER-2017-012,0,34
893,ETH-ORO-1,NER-2018-005,0,35
894,ETH-ORO-1,NER-2018-006,0,36
895,ETH-ORO-1,NER-2018-008,0,37
896,ETH-ORO-1,NGA-2016-018,0,38
897,ETH-ORO-1,NGA-2016-019,0,39
898,ETH-ORO-1,NGA-2016-021,0,40
899,ETH-ORO-1,NGA-2016-024,0,41
900,ETH-ORO-1,NGA-2016-025,0,42
901,ETH-ORO-1,NGA-2016-034,0,43
902,ETH-ORO-1,NGA-2017-020,0,44
903,ETH-ORO-1,NGA-2017-021,0,45
904,ETH-ORO-1,NGA-2017-024,0,46
905,ETH-ORO-1,NGA-2018-012,0,47
906,ETH-ORO-1,NGA-2018-014,0,48
907,ETH-ORO-1,NGA-2018-017,0,49
908,ETH-ORO-1,NGA-2018-018,0,50
909,ETH-ORO-1,NGA-2018-019,0,51
910,ETH-ORO-1,NGA-2018-020,0,52
911,ETH-ORO-1,NGA-2018-022,0,53
912,ETH-ORO-1,NGA-2018-023,0,54
913,ETH-ORO-1,NGA-2018-025,0,55
914,ETH-ORO-1,NGA-2019-004,0,56
915,ETH-ORO-1,NGA-2019-007,0,57
916,ETH-ORO-1,NGA-2019-019,0,58
917,ETH-ORO-1,NGA-2019-024,0,59
918,ETH-ORO-1,SDN-2016-001,0,60
919,ETH-ORO-1,SOM-2017-011,0,61
920,ETH-ORO-1,SOM-2018-004,0,62
921,ETH-ORO-1,SOM-2018-007,0.000425,63
922,ETH-ORO-1,SOM-2018-008,6.00E-04,64
923,ETH-ORO-1,SOM-2018-009,0.000125,65
924,ETH-ORO-1,SOM-2018-011,1.00E-04,66
925,ETH-ORO-2,CAF-2019-005,0,1
926,ETH-ORO-2,COD-2016-001,0,2
927,ETH-ORO-2,COD-2017-006,0,3
928,ETH-ORO-2,COD-2017-007,0,4
929,ETH-ORO-2,COD-2017-009,0,5
930,ETH-ORO-2,COD-2017-011,0,6
931,ETH-ORO-2,COD-2017-014,0,7
932,ETH-ORO-2,COD-2018-005,0,8
933,ETH-ORO-2,COD-2018-009,0,9
934,ETH-ORO-2,COD-2018-010,0,10
935,ETH-ORO-2,COD-2018-011,0,11
936,ETH-ORO-2,COD-2018-013,0,12
937,ETH-ORO-2,COD-2018-014,0,13
938,ETH-ORO-2,COD-2018-015,2.50E-05,14
939,ETH-ORO-2,COD-2018-016,0,15
940,ETH-ORO-2,COD-2018-017,0,16
941,ETH-ORO-2,COD-2019-003,0,17
942,ETH-ORO-2,COD-2019-012,0,18
943,ETH-ORO-2,COD-2019-013,0,19
944,ETH-ORO-2,COD-2019-015,0,20
945,ETH-ORO-2,COD-2019-016,0,21
946,ETH-ORO-2,COG-2016-005,0,22
947,ETH-ORO-2,ETH-2016-002,0,23
948,ETH-ORO-2,ETH-2018-003,0.322425,24
949,ETH-ORO-2,ETH-2018-004,0.663475,25
950,ETH-ORO-2,KEN-2018-003,0.00555,26
951,ETH-ORO-2,KEN-2018-004,0.004025,27
952,ETH-ORO-2,MOZ-2017-002,0,28
953,ETH-ORO-2,MOZ-2019-001,0,29
954,ETH-ORO-2,MOZ-2019-002,0,30
955,ETH-ORO-2,MOZ-2019-003,0,31
956,ETH-ORO-2,MOZ-2019-004,0,32
957,ETH-ORO-2,NER-2016-001,0,33
958,ETH-ORO-2,NER-2017-012,0,34
959,ETH-ORO-2,NER-2018-005,0,35
960,ETH-ORO-2,NER-2018-006,0,36
961,ETH-ORO-2,NER-2018-008,0,37
962,ETH-ORO-2,NGA-2016-018,0,38
963,ETH-ORO-2,NGA-2016-019,0,39
964,ETH-ORO-2,NGA-2016-021,0,40
965,ETH-ORO-2,NGA-2016-024,0,41
966,ETH-ORO-2,NGA-2016-025,0,42
967,ETH-ORO-2,NGA-2016-034,0,43
968,ETH-ORO-2,NGA-2017-020,0,44
969,ETH-ORO-2,NGA-2017-021,0,45
970,ETH-ORO-2,NGA-2017-024,0,46
971,ETH-ORO-2,NGA-2018-012,0,47
972,ETH-ORO-2,NGA-2018-014,0,48
973,ETH-ORO-2,NGA-2018-017,0,49
974,ETH-ORO-2,NGA-2018-018,0,50
975,ETH-ORO-2,NGA-2018-019,0,51
976,ETH-ORO-2,NGA-2018-020,0,52
977,ETH-ORO-2,NGA-2018-022,0,53
978,ETH-ORO-2,NGA-2018-023,0,54
979,ETH-ORO-2,NGA-2018-025,0,55
980,ETH-ORO-2,NGA-2019-004,0,56
981,ETH-ORO-2,NGA-2019-007,0,57
982,ETH-ORO-2,NGA-2019-019,0,58
983,ETH-ORO-2,NGA-2019-024,0,59
984,ETH-ORO-2,SDN-2016-001,0,60
985,ETH-ORO-2,SOM-2017-011,0,61
986,ETH-ORO-2,SOM-2018-004,2.50E-05,62
987,ETH-ORO-2,SOM-2018-007,0.0013,63
988,ETH-ORO-2,SOM-2018-008,0.001525,64
989,ETH-ORO-2,SOM-2018-009,0.000275,65
990,ETH-ORO-2,SOM-2018-011,0.0012,66
991,ETH-ORO-3,CAF-2019-005,0,1
992,ETH-ORO-3,COD-2016-001,0,2
993,ETH-ORO-3,COD-2017-006,0,3
994,ETH-ORO-3,COD-2017-007,0,4
995,ETH-ORO-3,COD-2017-009,0,5
996,ETH-ORO-3,COD-2017-011,0,6
997,ETH-ORO-3,COD-2017-014,0,7
998,ETH-ORO-3,COD-2018-005,0,8
999,ETH-ORO-3,COD-2018-009,0,9
1000,ETH-ORO-3,COD-2018-010,0,10
1001,ETH-ORO-3,COD-2018-011,0,11
1002,ETH-ORO-3,COD-2018-013,0,12
1003,ETH-ORO-3,COD-2018-014,0,13
1004,ETH-ORO-3,COD-2018-015,2.50E-05,14
1005,ETH-ORO-3,COD-2018-016,0,15
1006,ETH-ORO-3,COD-2018-017,0,16
1007,ETH-ORO-3,COD-2019-003,0,17
1008,ETH-ORO-3,COD-2019-012,0,18
1009,ETH-ORO-3,COD-2019-013,0,19
1010,ETH-ORO-3,COD-2019-015,0,20
1011,ETH-ORO-3,COD-2019-016,0,21
1012,ETH-ORO-3,COG-2016-005,0,22
1013,ETH-ORO-3,ETH-2016-002,0,23
1014,ETH-ORO-3,ETH-2018-003,0.830725,24
1015,ETH-ORO-3,ETH-2018-004,0.112025,25
1016,ETH-ORO-3,KEN-2018-003,0.0067,26
1017,ETH-ORO-3,KEN-2018-004,0.011875,27
1018,ETH-ORO-3,MOZ-2017-002,0,28
1019,ETH-ORO-3,MOZ-2019-001,0,29
1020,ETH-ORO-3,MOZ-2019-002,0,30
1021,ETH-ORO-3,MOZ-2019-003,0,31
1022,ETH-ORO-3,MOZ-2019-004,0,32
1023,ETH-ORO-3,NER-2016-001,0,33
1024,ETH-ORO-3,NER-2017-012,0,34
1025,ETH-ORO-3,NER-2018-005,0,35
1026,ETH-ORO-3,NER-2018-006,0,36
1027,ETH-ORO-3,NER-2018-008,0,37
1028,ETH-ORO-3,NGA-2016-018,0,38
1029,ETH-ORO-3,NGA-2016-019,0,39
1030,ETH-ORO-3,NGA-2016-021,0,40
1031,ETH-ORO-3,NGA-2016-024,0,41
1032,ETH-ORO-3,NGA-2016-025,0,42
1033,ETH-ORO-3,NGA-2016-034,0,43
1034,ETH-ORO-3,NGA-2017-020,0,44
1035,ETH-ORO-3,NGA-2017-021,0,45
1036,ETH-ORO-3,NGA-2017-024,0,46
1037,ETH-ORO-3,NGA-2018-012,0,47
1038,ETH-ORO-3,NGA-2018-014,0,48
1039,ETH-ORO-3,NGA-2018-017,0,49
1040,ETH-ORO-3,NGA-2018-018,0,50
1041,ETH-ORO-3,NGA-2018-019,0,51
1042,ETH-ORO-3,NGA-2018-020,0,52
1043,ETH-ORO-3,NGA-2018-022,0,53
1044,ETH-ORO-3,NGA-2018-023,0,54
1045,ETH-ORO-3,NGA-2018-025,0,55
1046,ETH-ORO-3,NGA-2019-004,0,56
1047,ETH-ORO-3,NGA-2019-007,0,57
1048,ETH-ORO-3,NGA-2019-019,0,58
1049,ETH-ORO-3,NGA-2019-024,0,59
1050,ETH-ORO-3,SDN-2016-001,0,60
1051,ETH-ORO-3,SOM-2017-011,0.01265,61
1052,ETH-ORO-3,SOM-2018-004,0.0126,62
1053,ETH-ORO-3,SOM-2018-007,0.004725,63
1054,ETH-ORO-3,SOM-2018-008,0.00145,64
1055,ETH-ORO-3,SOM-2018-009,0.007075,65
1056,ETH-ORO-3,SOM-2018-011,2.50E-05,66
1057,ETH-ORO-4,CAF-2019-005,0,1
1058,ETH-ORO-4,COD-2016-001,0.00015,2
1059,ETH-ORO-4,COD-2017-006,0.00355,3
1060,ETH-ORO-4,COD-2017-007,0.003425,4
1061,ETH-ORO-4,COD-2017-009,0.001075,5
1062,ETH-ORO-4,COD-2017-011,0.002675,6
1063,ETH-ORO-4,COD-2017-014,0.002275,7
1064,ETH-ORO-4,COD-2018-005,0.00035,8
1065,ETH-ORO-4,COD-2018-009,0.000125,9
1066,ETH-ORO-4,COD-2018-010,0.000125,10
1067,ETH-ORO-4,COD-2018-011,0,11
1068,ETH-ORO-4,COD-2018-013,0,12
1069,ETH-ORO-4,COD-2018-014,2.50E-05,13
1070,ETH-ORO-4,COD-2018-015,2.50E-05,14
1071,ETH-ORO-4,COD-2018-016,0,15
1072,ETH-ORO-4,COD-2018-017,0,16
1073,ETH-ORO-4,COD-2019-003,0,17
1074,ETH-ORO-4,COD-2019-012,0,18
1075,ETH-ORO-4,COD-2019-013,0,19
1076,ETH-ORO-4,COD-2019-015,0,20
1077,ETH-ORO-4,COD-2019-016,0,21
1078,ETH-ORO-4,COG-2016-005,0,22
1079,ETH-ORO-4,ETH-2016-002,0.17705,23
1080,ETH-ORO-4,ETH-2018-003,0.1725,24
1081,ETH-ORO-4,ETH-2018-004,0.008425,25
1082,ETH-ORO-4,KEN-2018-003,0.0036,26
1083,ETH-ORO-4,KEN-2018-004,0.009025,27
1084,ETH-ORO-4,MOZ-2017-002,0.003875,28
1085,ETH-ORO-4,MOZ-2019-001,0,29
1086,ETH-ORO-4,MOZ-2019-002,0,30
1087,ETH-ORO-4,MOZ-2019-003,0,31
1088,ETH-ORO-4,MOZ-2019-004,0,32
1089,ETH-ORO-4,NER-2016-001,0,33
1090,ETH-ORO-4,NER-2017-012,0.000625,34
1091,ETH-ORO-4,NER-2018-005,0,35
1092,ETH-ORO-4,NER-2018-006,0,36
1093,ETH-ORO-4,NER-2018-008,0,37
1094,ETH-ORO-4,NGA-2016-018,0,38
1095,ETH-ORO-4,NGA-2016-019,0,39
1096,ETH-ORO-4,NGA-2016-021,0,40
1097,ETH-ORO-4,NGA-2016-024,0,41
1098,ETH-ORO-4,NGA-2016-025,0,42
1099,ETH-ORO-4,NGA-2016-034,0.00035,43
1100,ETH-ORO-4,NGA-2017-020,0.0019,44
